t0,t1,E_in_J,dU_sensible_J,De_sensible,E_conv_J,E_rad_J,E_evap_J
0.0125,0.05,38.98233086278188,116.60132735999997,2.991132771676419,0.07360615624840017,0.31294489800102887,44.684256772398854
0.05,0.1,57.38944468681734,-104.31340416,-1.8176409395360702,0.09567128928633145,0.40055974788852855,59.01078699694555
0.1,0.15,63.75552124956849,178.09017408,2.7933294338991126,0.09275789426684938,0.48831969723081714,95.79002044217792
0.15,0.2,64.0929787696629,-102.27155904,-1.5956749241994685,0.12033589687283852,0.6186611299308117,88.96551289175984
