file,time_s,P_abs_vol_W,P_laser_W,P_powder_W,P_conv_W,P_rad_W,P_evap_W,SurfArea_proxy_m2,Sgen_heat_W_per_K,Sgen_visc_W_per_K,Sgen_total_W_per_K,B_in_exergy_W,eta2_inst,U_sensible_J,metal_cells
step_500.csv,0.0125,1015.0549269760132,67370.4270060761,5088.453478043794,1.4461170699547445,7.3586784777786285,1629.1443534769849,0.000308581346587097,39.64789818113037,1.9249103504949435e-07,39.64789837362141,904.5717498084533,-12.061510839622251,161.38588032,2788
step_2000.csv,0.05,1064.0027190390201,48294.22368579681,3647.7797469753095,2.4795445966265977,9.331716082276243,754.0160077176205,0.0003094646325792797,20.08463028571137,4.3262777533666094e-08,20.084630328974146,956.1247578600232,-5.259873294600465,277.98720768,4533
step_4000.csv,0.1,1231.5750684336738,35756.00548914151,2699.015067210376,1.3473069748266604,6.6906738332648965,1606.4154721602015,0.0003127398772699328,9.42067194514146,3.3726738146083885e-08,9.4206719788682,1109.7801455665117,-1.52965441931712,173.67380351999998,2598
step_6000.csv,0.15,1318.6457815490664,49073.72268611814,3707.5010166429374,2.363008795847316,12.842114055967794,2225.1853455269156,0.00031546231223225657,14.179622867157619,3.603985370203822e-08,14.179622903197473,1190.2622507965307,-2.55008118784335,351.7639776,5511
step_8000.csv,0.2,1245.073369237449,24011.588864437235,1815.0033905565383,2.4504270790662233,11.904331141264668,1333.4351701434769,0.00031576125994334096,10.684928555821754,2.4741382471244847e-08,10.684928580563136,1122.7587354741665,-1.8359687761975798,249.49241855999998,3864
