file,step,time_s,P_abs_W,Sgen_heat_W_per_K,Sgen_visc_W_per_K,Sgen_total_W_per_K,U_sensible_J,U_latent_J,eta2_inst,Xi_irreversibility
step_500.csv,500,0.0125,1015.054926976013,39.647898181130365,1.9249103504949433e-07,39.6478983736214,293.23228032,1264.002112299226,-10.0,11.639836821971688
step_2000.csv,2000,0.05,1064.0027190390201,20.08463028571137,4.32627775336661e-08,20.084630328974146,790.4570688000003,1247.807627647143,-4.625192239583741,5.625192239583741
step_4000.csv,4000,0.1,1231.5750684336738,9.420671945141459,3.372673814608387e-08,9.420671978868198,639.1956614400001,1261.565248491176,-1.2794877240192464,2.2794877240192464
step_6000.csv,6000,0.15,1318.6457815490664,14.179622867157617,3.6039853702038224e-08,14.17962290319747,916.0990675200001,1238.7146821515191,-2.204444805631539,3.204444805631539
step_8000.csv,8000,0.2,1245.073369237449,10.684928555821756,2.4741382471244844e-08,10.684928580563138,974.731968,1251.8436267418756,-1.5573663333253505,2.5573663333253505
